YAL027W	100.00	786
tL(CAA)A	100.00	44
tL(CAA)A	100.00	38
YAL028W	100.00	1587
YAL029C	100.00	4416
YAL064W-B	100.00	381
YAL064W-B	89.51	305
YAL064W-B	97.94	97
YAL064W-B	93.44	381
YAL019W	100.00	3396
YAR047C	100.00	321
tS(AGA)A	100.00	82
YAR060C	100.00	336
YAR060C	64.00	325
YAR060C	74.07	108
YAR060C	97.02	336
YAR060C	72.48	109
YAR061W	100.00	204
YAR061W	70.62	194
YAR061W	94.61	204
YAR061W	67.88	193
YAL030W	100.00	252
YAL030W	98.15	108
YAR062W	100.00	597
YAR062W	78.11	594
YAR062W	84.29	191
YAR062W	88.10	126
YAR062W	75.14	185
YAR062W	85.71	126
YAR062W	81.40	129
YAR062W	73.72	156
YAR062W	78.57	126
YAR062W	76.12	134
YAR062W	74.31	144
YAR062W	71.79	156
YAR062W	73.68	133
YAR062W	72.06	136
YAR062W	72.06	136
YAR062W	74.34	113
YAR062W	74.34	113
YAR062W	81.18	85
YAR062W	76.62	77
YAR062W	79.97	594
YAR062W	81.55	515
YAR062W	85.11	188
YAR062W	85.71	126
YAR062W	73.72	156
YAR062W	76.12	134
YAR062W	74.31	144
YAR062W	71.79	156
YAR062W	72.79	136
YAR062W	72.06	136
YAR062W	75.22	113
YAR062W	70.59	136
YAR062W	74.34	113
YAR062W	98.33	60
YAR062W	76.62	77
YAL031C	100.00	2283
YAL032C	100.00	1140
YAR064W	100.00	300
YAL033W	100.00	522
YAL034C	100.00	1242
YAR066W	100.00	612
YAL035W	100.00	3009
YAL036C	100.00	1110
YAR068W	100.00	486
YAR069C	100.00	294
YAL037W	100.00	804
YAL056C-A	100.00	351
YAL038W	100.00	1503
YAL039C	100.00	810
YAR070C	100.00	300
YAR071W	100.00	1404
YAL040C	100.00	1743
YAL041W	100.00	2565
YAR073W	100.00	1212
YAL042W	100.00	1248
YAL043C	100.00	2358
YAR075W	100.00	474
YAL044C	100.00	513
YAL045C	100.00	309
YAL046C	100.00	357
YAL047C	100.00	1869
YAL048C	100.00	1989
YAL049C	100.00	741
YAR002W	100.00	1620
YAR003W	100.00	1281
YAR007C	100.00	1866
YAR008W	100.00	828
YAR009C	100.00	3591
YAL064C-A	100.00	381
YAL064C-A	80.16	383
YAL064C-A	87.21	383
YAL064C-A	78.85	383
YAL051W	100.00	3144
YAR002C-A	100.00	660
YAL053W	100.00	2352
YAL054C	100.00	2142
YAL055W	100.00	543
YAL056W	100.00	2643
YAL058W	100.00	1509
YAL059W	100.00	639
YAR010C	100.00	1323
YAR010C	83.58	67
YAR010C	76.06	71
YAL042C-A	100.00	378
YAL034C-B	100.00	354
YAR014C	100.00	2124
YAR015W	100.00	921
YAR018C	100.00	1308
YAR019C	100.00	2925
tA(UGC)A	100.00	73
tP(UGG)A	97.37	38
tP(UGG)A	100.00	36
YAL060W	100.00	1149
YAL060W	58.36	1160
YAL061W	100.00	1254
YAL061W	58.36	1160
YAL062W	100.00	1374
YAL063C	100.00	3969
YAL063C	87.43	859
YAL063C	90.62	608
YAL063C	74.91	817
YAL063C	83.72	172
YAL063C	82.35	119
YAL063C	94.21	2572
YAL063C	72.51	1357
YAL063C	75.38	1044
YAL063C	95.36	388
YAL063C	97.56	328
YAL063C	83.23	161
YAL064W	100.00	327
YAL064W	94.41	322
YAL065C	100.00	387
YAL065C	90.70	387
YAL065C	86.49	370
YAL066W	100.00	309
YAL067C	100.00	1782
YAL068C	100.00	363
YAL068C	84.55	369
HRA1	100.00	564
YAL069W	100.00	315
YAL069W	69.26	244
YAR020C	100.00	168
YAR020C	79.76	168
YAR023C	100.00	540
YAR023C	67.98	203
YAR023C	57.63	413
YAR023C	62.91	213
YAR023C	61.86	194
YAR027W	100.00	708
YAR027W	68.55	709
YAR027W	62.96	702
YAR027W	69.94	499
YAR027W	60.33	305
YAR027W	61.78	157
YAR027W	58.65	503
YAR028W	100.00	705
YAR028W	68.55	709
YAR028W	60.79	709
YAR028W	61.00	700
YAR028W	58.51	323
YAR028W	61.88	202
YAR028W	63.55	214
YAR028W	56.64	512
YAR029W	100.00	225
YAR029W	72.78	169
YAR029W	64.58	240
YAR029W	65.05	103
YAL016W	100.00	1908
snR18	100.00	102
YAR030C	100.00	342
YAR031W	100.00	897
YAR031W	68.64	727
YAR031W	63.82	796
YAR031W	61.61	844
YAR031W	67.73	282
YAR031W	59.21	331
YAR031W	59.13	208
YAR031W	62.50	152
YAL001C	100.00	2395
YAL001C	98.35	1212
YAL001C	97.30	74
YAR033W	100.00	705
YAR033W	72.25	537
YAR033W	69.94	499
YAR033W	61.00	700
YAR033W	64.99	337
YAR033W	61.38	334
YAR033W	61.54	208
YAR033W	61.90	168
YAR033W	54.98	622
YAL002W	100.00	3825
YAL034W-A	100.00	870
YAL003W	100.00	542
YAL003W	100.00	80
YAR035W	100.00	2064
YAL004W	100.00	648
YAL005C	100.00	1929
YAL007C	100.00	648
YAL008W	100.00	597
YAL009W	100.00	780
YAL010C	100.00	1482
YAR042W	100.00	3567
YAR042W	76.06	284
YAL011W	100.00	1878
YAL012W	100.00	1185
YAL013W	100.00	1263
YAL014C	100.00	768
YAL015C	100.00	1200
YAL044W-A	100.00	333
YAL016C-B	100.00	186
YAL037C-B	100.00	975
YAL067W-A	100.00	228
YAL068W-A	100.00	255
YAL068W-A	74.90	251
YAR035C-A	100.00	81
YAL016C-A	100.00	315
YAL019W-A	100.00	570
YAL026C-A	100.00	438
YAL031W-A	100.00	309
YAL037C-A	100.00	93
YAL047W-A	100.00	330
YAL059C-A	100.00	423
YAR019W-A	100.00	345
YAL063C-A	100.00	291
YAL063C-A	92.31	299
YAR050W	100.00	4614
YAR050W	75.17	1047
YAR050W	85.98	164
YAR050W	54.89	521
YAR050W	94.21	2572
YAR050W	93.86	684
YAR050W	74.38	960
YAR050W	75.06	834
YAR050W	97.67	301
YAR050W	71.94	563
YAR050W	87.07	294
YAR050W	94.63	149
YAR050W	81.98	111
YAR050W	55.23	478
YAL017W	100.00	4071
YAL020C	100.00	1002
YAL021C	100.00	2514
YAR053W	100.00	297
YAR053W	95.96	297
YAL022C	100.00	1554
YAL023C	100.00	2280
YAL024C	100.00	4308
YAL025C	100.00	921
YAL018C	100.00	978
YAL026C	100.00	4068
