OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,REPORT_AC,GIS_ACRES,OBJECTIVE,SHAPEAREA,SHAPELEN
36779,2003,CA,USF,MNF,MIDDLE,00000000,2003/09/03 00:00:00+00,2003/09/08 00:00:00+00,10,11.3362236,1,77335.06945599,1007.80705965526
36780,2003,CA,USF,SQF,CHICO,00000000,2003/06/29 00:00:00+00,2003/06/30 00:00:00+00,25,24.92120171,1,153723.298048245,2202.17846376859
36781,2003,CA,USF,SQF,HALFWAY,00000000,2003/07/30 00:00:00+00,2003/08/01 00:00:00+00,34.26,34.27248001,1,211311.876983655,2601.94638686068
36782,2003,CA,USF,SQF,RANCHERIA,00000000,2003/07/10 00:00:00+00,2003/07/11 00:00:00+00,33.98,33.99319077,1,208713.83149851,1989.74286109927
36795,2003,CA,BLM,BBD,SOUTH,00000000,2003/08/01 00:00:00+00,2003/08/02 00:00:00+00,35,35.50453186,1,214776.27161089,4050.7407556169
36796,2003,CA,BLM,NOD,VALLEY,00000000,2003/07/22 00:00:00+00,2003/07/24 00:00:00+00,135,135.20024109,1,964386.827508045,6237.86127891506
36797,2003,CA,BLM,BBD,SAWMILL,00000000,2003/06/26 00:00:00+00,2003/06/29 00:00:00+00,536,537.22741699,1,3300999.36471209,11112.3865878144
36798,2003,CA,BLM,BBD,POINT,00000000,2003/07/08 00:00:00+00,2003/07/08 00:00:00+00,170,177.54431152,1,1090459.4572464,4052.76374492657
36799,2003,CA,BLM,BBD,LUNDY FIRE,00000000,2003/04/24 00:00:00+00,2003/04/26 00:00:00+00,738,739.73986816,1,4834959.02871776,23182.6656738177
36800,2003,CA,BLM,NOD,STEEP,00000000,2003/07/25 00:00:00+00,2003/07/28 00:00:00+00,10,5.57085419,1,39010.1806631,745.938315380768
36801,2003,CA,BLM,NOD,PETE,00000000,2003/07/25 00:00:00+00,2003/07/28 00:00:00+00,29,29.62663269,1,207540.856033405,2646.89824649167
36802,2003,CA,BLM,NOD,BARBER,00000000,2003/07/31 00:00:00+00,2003/08/04 00:00:00+00,1265,1266.97106934,1,9079611.9373363,36668.913331241
36803,2003,CA,BLM,NOD,DODGE,00000000,2003/07/24 00:00:00+00,2003/07/24 00:00:00+00,40,40.16666031,1,285639.504502005,3991.14195208191
36804,2003,CA,BLM,BBD,HILL,00000000,2003/06/10 00:00:00+00,2003/06/10 00:00:00+00,10,17.08042717,1,103924.515084765,1875.16556263661
36805,2003,CA,BLM,BBD,SPANISH,00000000,2003/07/23 00:00:00+00,2003/07/23 00:00:00+00,23,23.42282295,1,141792.896545795,1734.8906474838
36806,2003,CA,BLM,BBD,TOOMEY,00000000,2003/06/20 00:00:00+00,2003/08/26 00:00:00+00,20,17.10704041,1,107692.85377306,1354.13122804117
36807,2003,CA,BLM,BBD,ROYCE,00000000,2003/06/29 00:00:00+00,2003/07/07 00:00:00+00,185,187.97914124,1,1157357.95881263,8270.63524736213
36808,2003,CA,BLM,NOD,SNOWSTORM,00000000,2003/09/04 00:00:00+00,2003/09/04 00:00:00+00,34,24.16784096,1,169893.52828618,2821.80663104968
36809,2003,CA,BLM,NOD,SECRET,00000000,2003/10/15 00:00:00+00,2003/10/19 00:00:00+00,1195,1195.11462402,1,8405270.96089294,18880.2667921855
36810,2003,CA,BLM,BBD,BACCHI,00000000,2003/06/25 00:00:00+00,2003/06/26 00:00:00+00,60,60.1559906,1,402558.82838282,2808.82677877597
36811,2003,CA,BLM,BBD,COOPRSTOWN,00000000,2003/08/26 00:00:00+00,2003/08/27 00:00:00+00,2000,2010.39038086,1,13039610.5289718,17842.5698873807
36817,2004,CA,CDF,TCU,ROSASCO,00005576,2004/07/14 00:00:00+00,2004/07/14 00:00:00+00,245,244.8369751,1,1594900.52443747,7381.78976914889
36818,2004,CA,CDF,TCU,MODESTO IRG DISTRICT,00005443,2004/07/10 00:00:00+00,2004/07/10 00:00:00+00,12,12.0024147,1,77758.17292967,1169.74908486363
36819,2004,CA,CDF,TCU,LA GRANGE #1,00005649,2004/07/16 00:00:00+00,2004/07/16 00:00:00+00,5,5.0885396,1,32924.393847195,873.316536614097
36820,2004,CA,CDF,TCU,RANKIN,00005469,2004/07/11 00:00:00+00,2004/07/11 00:00:00+00,82,80.92747498,1,525425.87421455,3200.81909523242
36821,2004,CA,CDF,TCU,BRIGHT,00005660,2004/07/16 00:00:00+00,2004/07/16 00:00:00+00,110,109.66465759,1,712857.875620605,5462.92262705582
36822,2004,CA,CDF,TCU,HIGHWAY,00005048,2004/07/02 00:00:00+00,2004/07/02 00:00:00+00,64,62.75925446,1,411612.72941263,4292.16998943238
36823,2004,CA,CDF,TCU,HIGHWAY 108 #2,00004509,2004/06/16 00:00:00+00,2004/06/16 00:00:00+00,77,77.13162994,1,501659.81881537,3962.50935722009
36824,2004,CA,CDF,TCU,CREEK,00003329,2004/05/07 00:00:00+00,2004/05/07 00:00:00+00,75,71.23758698,1,462977.46375078,3807.39607122464
36825,2004,CA,CDF,TCU,KARDAS,00002600,2004/04/11 00:00:00+00,2004/04/11 00:00:00+00,7,7.65092039,1,50281.683471665,1005.16676480074
36826,2004,CA,CDF,TCU,DIESTEL,00005891,2004/07/22 00:00:00+00,2004/07/22 00:00:00+00,8.7,8.73954868,1,57091.104693355,1519.5804641926
36827,2004,CA,CDF,TCU,MELONES #1,00006269,2004/08/01 00:00:00+00,2004/08/01 00:00:00+00,18,18.05130768,1,117723.698793775,1637.3449840378
36828,2004,CA,CDF,TCU,CLARK,00003951,2004/05/29 00:00:00+00,2004/05/29 00:00:00+00,50,49.80433655,1,324610.17742021,2542.21065463323
36829,2004,CA,CDF,SHU,CASSEL,00007278,2004/09/08 00:00:00+00,2004/09/08 00:00:00+00,33,26.30577087,1,186872.07657295,3259.65635538426
36830,2004,CA,CDF,SHU,LAKE,00006401,2004/08/14 00:00:00+00,2004/08/14 00:00:00+00,100,119.46509552,1,841521.434004445,6405.6574161841
36831,2004,CA,CDF,SHU,FRENCH,00006398,2004/08/14 00:00:00+00,2004/08/16 00:00:00+00,12675,12675.35058594,1,89364505.1938285,57865.595241614
36832,2004,CA,CDF,SHU,BEAR,00006278,2004/08/11 00:00:00+00,2004/09/05 00:00:00+00,10441,10441.72070313,1,73631029.7904251,77943.2283854621
36833,2004,CA,CDF,SHU,PLACER,00004214,2004/06/13 00:00:00+00,2004/06/13 00:00:00+00,32,31.88369751,1,223441.94872609,2595.07823953229
36834,2004,CA,CDF,SHU,KESWICK,00004225,2004/06/14 00:00:00+00,2004/06/14 00:00:00+00,26,26.04814148,1,183137.00149206,1808.67272278177
36835,2004,CA,CDF,SHU,DITCH,00003610,2004/05/25 00:00:00+00,2004/05/25 00:00:00+00,55,54.61713028,1,381358.83046933,4160.77170285855
36836,2004,CA,CDF,SHU,GAS POINT #1,00004106,2004/06/11 00:00:00+00,2004/06/11 00:00:00+00,350,35.5005455,1,248613.823551865,2763.71932160312
36837,2004,CA,CDF,SHU,GAS POINT #3,00004112,2004/06/11 00:00:00+00,2004/06/11 00:00:00+00,2,2.16430688,1,15151.37301307,607.394945728261
36839,2004,CA,CDF,NEU,SCOTT,00014955,2004/08/26 00:00:00+00,2004/08/26 00:00:00+00,102,119.24040985,1,806025.54182416,5182.59278416524
36840,2004,CA,CDF,NEU,STEVENS,00013741,2004/08/08 00:00:00+00,2004/08/12 00:00:00+00,934,934.39978027,1,6289990.40034166,14481.7722558365
36841,2004,CA,CDF,NEU,PEORIA,00011362,2004/07/05 00:00:00+00,2004/07/05 00:00:00+00,30,20.35823822,1,137593.06159496,1617.52353969459
36842,2004,CA,CDF,NEU,BUTCHER,00013000,2004/07/28 00:00:00+00,2004/07/28 00:00:00+00,25,31.9052887,1,213866.60717304,2321.03828112172
36843,2004,CA,CDF,NEU,FLORISTON,00011674,2004/07/09 00:00:00+00,2004/07/10 00:00:00+00,40,35.36983871,1,239969.483243855,2423.99491657475
36844,2004,CA,CDF,LNU,OCEGUERA,00006957,2004/09/11 00:00:00+00,2004/09/11 00:00:00+00,20,19.60407066,1,129844.244461825,2027.155742412
36845,2004,CA,CDF,LNU,MIX,00006125,2004/08/18 00:00:00+00,2004/08/20 00:00:00+00,377,296.38302612,1,1956697.66671983,6183.14055972873
36846,2004,CA,CDF,MMU,SPRING/MPUD 133,00015630,2004/08/18 00:00:00+00,2004/08/18 00:00:00+00,23,79.87824249,1,513936.466297955,3851.94604741369
36847,2004,CA,CDF,MMU,MARIPOSA/MPUD 137,00016500,2004/08/20 00:00:00+00,2004/08/20 00:00:00+00,23,66.35650635,1,427202.85792094,2832.20343350892
36848,2004,CA,CDF,MMU,LOS CERRITOS,00009638,2004/05/30 00:00:00+00,2004/05/30 00:00:00+00,50,63.02846527,1,406604.35939003,2664.48367467771
36849,2004,CA,CDF,MMU,LA PALOMA,00007655,2004/05/03 00:00:00+00,2004/05/03 00:00:00+00,50,18.92175293,1,121755.121773905,1391.49594912424
36850,2004,CA,CDF,MMU,CREEK,00010644,2004/06/13 00:00:00+00,2004/06/13 00:00:00+00,53,71.09405518,1,451792.59572543,4120.57083169229
36851,2004,CA,CDF,MMU,BASALT,00008972,2004/05/21 00:00:00+00,2004/05/21 00:00:00+00,300,410.18399048,1,2611665.46766424,10853.6121599683
36852,2006,CA,CDF,MVU,LILAC,00005491,2006/06/19 00:00:00+00,2006/06/19 00:00:00+00,15,15.36526203,1,89363.859218145,1256.50941806455
36853,2006,CA,CDF,MVU,CASTLE,00005855,2006/06/29 00:00:00+00,2006/06/30 00:00:00+00,100,94.88092041,1,550545.30625527,3202.79313762057
36854,2006,CA,CDF,MVU,FELIPE,00006470,2006/07/15 00:00:00+00,2006/07/16 00:00:00+00,260,269.6557312,1,1559141.81417299,7203.90954630376
36855,2006,CA,CDF,MVU,PROCTOR,00007261,2006/08/06 00:00:00+00,2006/08/07 00:00:00+00,12,9.09204483,1,52089.538273945,1282.72127903253
36856,2006,CA,CDF,MVU,PALA,00007960,2006/08/26 00:00:00+00,2006/08/26 00:00:00+00,15,8.21899033,1,47786.3621485,951.368212918493
36857,2006,CA,CDF,MVU,CAMINO,00010089,2006/10/29 00:00:00+00,2006/10/30 00:00:00+00,183,68.95863342,1,400434.104985935,6100.50556584788
36858,2006,CA,CDF,MVU,DELUZ,00010377,2006/11/06 00:00:00+00,2006/11/07 00:00:00+00,54,11.0828886,1,64604.272365355,1089.76881361631
36859,2006,CA,CDF,MVU,OPEN,00011123,2006/11/30 00:00:00+00,2006/12/01 00:00:00+00,296,308.89193726,1,1786455.92997681,6608.00015162703
36860,2006,CA,CDF,MVU,CAMPO,00011251,2006/12/02 00:00:00+00,2006/12/02 00:00:00+00,11,11.34104824,1,64888.009480355,1082.0002996084
36861,2006,CA,CDF,NEU,FORESTHILL,00015983,2006/08/20 00:00:00+00,2006/08/20 00:00:00+00,45,40.03336716,1,268039.445306755,2550.90095429629
36862,2006,CA,CDF,NEU,ROLLINS,00015918,2006/08/19 00:00:00+00,2006/08/20 00:00:00+00,30,42.55009842,1,286784.761060995,2317.60026183315
36863,2006,CA,CDF,NEU,MARYSVILLE,00015663,2006/08/16 00:00:00+00,2006/08/17 00:00:00+00,388,388.36935425,1,2634474.72212799,11324.6887680033
36864,2006,CA,CDF,NEU,PURDON,00017393,2006/09/07 00:00:00+00,2006/09/07 00:00:00+00,12,7.19332743,1,48717.687403235,956.820306524152
36865,2006,CA,CCO,SBC,HIGHWAY,00006982,2006/09/09 00:00:00+00,2006/09/09 00:00:00+00,154,151.86050415,1,908656.25842378,5499.03253878381
36866,2006,CA,CCO,SBC,FIGUEROA,00006589,2006/08/25 00:00:00+00,2006/08/25 00:00:00+00,60,39.63034439,1,238087.27937921,3124.47814613516
36867,2006,CA,CDF,TUU,STOKES,00006585,2006/06/17 00:00:00+00,2006/06/17 00:00:00+00,320,348.08566284,1,2185775.57778369,6359.99125240854
36868,2006,CA,CDF,TUU,W,00006967,2006/06/24 00:00:00+00,2006/06/24 00:00:00+00,800,362.37203979,1,2269654.57302037,7478.29751939193
36870,2006,CA,CDF,TUU,COYOTE,00008471,2006/07/20 00:00:00+00,2006/07/21 00:00:00+00,1350,1359.88293457,1,8438680.64691094,11955.654698724
36871,2004,CA,CDF,MMU,JASPER,00010589,2004/06/12 00:00:00+00,2004/06/12 00:00:00+00,33,79.15558624,1,502970.713014475,3143.64144718522
36872,2004,CA,CDF,MMU,BUTTS,00007243,2004/04/28 00:00:00+00,2004/04/28 00:00:00+00,42,27.24448204,1,173900.51538004,1711.51096248956
36873,2004,CA,CDF,MMU,I-5,00008500,2004/05/14 00:00:00+00,2004/05/15 00:00:00+00,75,54.2833786,1,344356.3021148,3375.59013527612
36874,2004,CA,CDF,MMU,152,00007489,2004/05/01 00:00:00+00,2004/05/01 00:00:00+00,15,54.5689621,1,347566.373338665,3307.06987182818
36891,2004,CA,CDF,MVU,CAMINO,00006422,2004/08/06 00:00:00+00,2004/08/07 00:00:00+00,109,101.11257935,1,584163.88851931,4198.85812917123
36892,2004,CA,CDF,MVU,SCISSORS,00006653,2004/08/13 00:00:00+00,2004/08/13 00:00:00+00,40,25.79007721,1,149128.864918715,1835.20714285739
36893,2004,CA,CDF,MVU,BORDER #14,00006748,2004/08/16 00:00:00+00,2004/08/16 00:00:00+00,23,4.00041723,1,22852.612392365,693.293906118778
36894,2004,CA,CDF,MVU,LUCKY,00007315,2004/09/05 00:00:00+00,2004/09/05 00:00:00+00,30,9.32587433,1,53777.14448465,1258.84540139683
36895,2004,CA,CDF,MVU,BANDY,00007357,2004/09/06 00:00:00+00,2004/09/06 00:00:00+00,40,8.40792561,1,48585.464312255,962.643510718103
36896,2004,CA,CDF,MVU,HI PASS,00007500,2004/09/10 00:00:00+00,2004/09/10 00:00:00+00,30,23.47613907,1,134543.15043057,2752.59875604071
36897,2004,CA,CDF,MVU,BORDER #16,00007603,2004/09/13 00:00:00+00,2004/09/13 00:00:00+00,35,828.24053955,1,4735209.37436814,18637.9125108286
36953,2004,CA,CDF,MEU,CREEK,00000000,2004/08/08 00:00:00+00,2004/08/11 00:00:00+00,328,323.71612549,1,2213730.70288619,7821.59433815868
36954,2004,CA,BLM,NOD,CCD BORDER,00000000,2004/08/11 00:00:00+00,2004/08/15 00:00:00+00,359,350.58135986,1,2399727.40207367,6534.88620233116
36955,2004,CA,BLM,BBD,UNION,00000000,2004/09/12 00:00:00+00,2004/09/12 00:00:00+00,35,34.92723083,1,232129.369608415,2016.03720953535
36956,2004,CA,BLM,BBD,DANA,00000000,2004/06/25 00:00:00+00,2004/07/01 00:00:00+00,2164,3161.47705078,1,20976931.442908,27955.907587941
36957,2004,CA,BLM,BBD,GOLD,00000000,2004/07/11 00:00:00+00,2004/07/11 00:00:00+00,30,34.93005371,1,231517.698937115,1876.84728179801
36958,2004,CA,BLM,BBD,SCHILLING,00000000,2004/07/08 00:00:00+00,2004/07/08 00:00:00+00,10,10.14339352,1,65614.77063667,1007.24843249182
36959,2004,CA,BLM,BBD,HUNTER,00000000,2004/09/05 00:00:00+00,2004/09/05 00:00:00+00,11,11.19639301,1,72345.609969925,991.593724017078
36960,2004,CA,BLM,BBD,COLORADO,00000000,2004/08/06 00:00:00+00,2004/08/13 00:00:00+00,15,15.4276495,1,99506.18573889,1212.49415668016
36961,2004,CA,BLM,BBD,SIERRA,00000000,2004/05/20 00:00:00+00,2004/05/20 00:00:00+00,60,60.05212021,1,369451.643254735,2803.92862163156
36962,2004,CA,BLM,BBD,PIUTE,00000000,2004/07/27 00:00:00+00,2004/07/27 00:00:00+00,12,12.31224823,1,75265.75040532,1234.55818385345
36963,2004,CA,BLM,CDD,SNOW,00000000,2004/05/22 00:00:00+00,2004/05/23 00:00:00+00,63,60.17913437,1,354309.50852453,4196.4259960704
36964,2004,CA,BLM,CDD,NORTH MTN,00000000,2004/11/08 00:00:00+00,2004/11/09 00:00:00+00,25,65.38384247,1,384549.174560135,10500.3830100918
36965,2004,CA,CDF,RRU,MELTON,00000000,2004/07/17 00:00:00+00,2004/07/20 00:00:00+00,3693,3693.23388672,1,21603870.3226637,26739.1140069543
36966,2004,CA,BLM,CCD,BORDER 14,00000000,2004/08/16 00:00:00+00,2004/08/16 00:00:00+00,20,22.16918182,1,126644.032552665,1923.45478617886
36968,2005,CA,CDF,BDU,PARADISE,00006312,2005/06/22 00:00:00+00,2005/06/25 00:00:00+00,3082,3081.72558594,1,18212327.1708236,40194.4507129907
36969,2005,CA,CDF,BDU,HATCHERY,00010450,2005/09/28 00:00:00+00,2005/09/28 00:00:00+00,200,200.11801147,1,1183583.46008271,4664.77638811781
36970,2005,CA,CDF,BDU,OAK HILL,00005090,2005/05/21 00:00:00+00,2005/05/21 00:00:00+00,120,121.73514557,1,725030.50387175,4207.19030501364
36971,2005,CA,CDF,BDU,RIVER,00003173,2005/03/30 00:00:00+00,2005/03/31 00:00:00+00,86,86.45296478,1,555268.064590875,3291.07689472479
36972,2005,CA,CDF,BDU,WARM SPRINGS,00003456,2005/04/07 00:00:00+00,2005/04/07 00:00:00+00,250,249.23371887,1,1599110.67631012,5793.71924486063
36973,2005,CA,CCO,LAC,SIERRA,00149034,2005/07/13 00:00:00+00,2005/04/14 00:00:00+00,364,364.37860107,1,2176595.15354422,11994.7678114164
36974,2005,CA,CCO,LAC,SAN CLEMENTE,00148153,2005/07/13 00:00:00+00,2005/07/13 00:00:00+00,179,179.35620117,1,1052707.65378982,7377.70727485857
36975,2005,CA,CCO,LAC,RANGE,00153000,2005/07/19 00:00:00+00,2005/07/19 00:00:00+00,239,238.93786621,1,1432929.77637183,6491.05678470899
36976,2005,CA,CCO,LAC,QUINN,00163678,2005/08/01 00:00:00+00,2005/08/01 00:00:00+00,136,135.99057007,1,811177.463303285,5069.69834149351
36977,2005,CA,CCO,LAC,QUARTZ,00142171,2005/07/06 00:00:00+00,2005/07/06 00:00:00+00,127,127.27568054,1,763276.203356405,4892.63996561692
36978,2005,CA,CCO,LAC,GORMAN,00189367,2005/09/03 00:00:00+00,2005/09/06 00:00:00+00,2025,2515.94091797,1,15139227.9206594,25755.7111390578
36979,2005,CA,CCO,LAC,PALMDALE,00138081,2005/07/01 00:00:00+00,2005/07/01 00:00:00+00,141,140.44145203,1,840639.688552605,4439.38616561485
36980,2005,CA,CCO,LAC,OAK,00133371,2005/06/25 00:00:00+00,2005/06/25 00:00:00+00,133,133.68788147,1,798078.8199231,6832.66509859806
36981,2005,CA,CCO,LAC,MUNZ,00134919,2005/06/27 00:00:00+00,2005/06/28 00:00:00+00,1183,1183.53527832,1,7101765.74295901,22936.3675586292
37020,2002,CA,USF,INF,BIRCH,00000000,2002/07/01 00:00:00+00,2002/07/30 00:00:00+00,2624,2549.37158203,1,16437212.6673547,25450.5983118079
37021,2002,CA,USF,INF,FULLER,00000000,2002/07/12 00:00:00+00,,6400,6432.91455078,1,41003433.8856207,43372.351724673
37022,2002,CA,USF,INF,PIPER,00000000,2002/07/12 00:00:00+00,2002/07/15 00:00:00+00,151,150.7776947,1,962885.624721595,4828.94170686585
37023,2002,CA,USF,SQF,MCNALLY,00000000,2002/07/21 00:00:00+00,2002/08/28 00:00:00+00,150696,149475.28125,1,927697458.238531,351749.050775208
37024,2002,CA,USF,SQF,ROCKY,00000000,2002/06/02 00:00:00+00,2002/06/04 00:00:00+00,498,446.03167725,1,2727598.50384559,7988.38600164736
37025,2002,CA,USF,SRF,LASSIC,00000000,2002/10/16 00:00:00+00,2002/10/17 00:00:00+00,25,23.541008,1,164062.2849242,1770.52184822122
37096,2000,CA,USF,INF,SAWMILL,00000000,2000/08/03 00:00:00+00,2000/08/13 00:00:00+00,322,321.59979248,1,2038845.69631509,8459.86836393712
37097,2000,CA,USF,ANF,MORGAN,00000000,2000/07/07 00:00:00+00,2000/07/08 00:00:00+00,250,198.61427307,1,1176466.49386434,6984.85309002457
37098,2000,CA,USF,PNF,STORRIE,00000000,2000/08/17 00:00:00+00,2000/09/27 00:00:00+00,55261,56076.33203125,1,387490420.634667,119571.092400746
37124,2003,CA,USF,CNF,PARADISE,00000000,2003/10/26 00:00:00+00,2003/11/04 00:00:00+00,56427,56545.6953125,1,327740954.777101,150346.168978409
37125,2003,CA,USF,CNF,CEDAR,00000000,2003/10/25 00:00:00+00,2003/11/05 00:00:00+00,280278,270686,1,1559594418.29083,431692.801144351
37300,2006,CA,CDF,LNU,ATLAS,00008290,2006/10/25 00:00:00+00,2006/10/26 00:00:00+00,80,71.22916412,1,469592.43282996,3577.34874056428
37301,2006,CA,CDF,LNU,WAKEFIELD,00004232,2006/06/28 00:00:00+00,2006/06/28 00:00:00+00,68,66.28175354,1,436697.336610485,3359.88348530115
37302,2006,CA,CDF,LNU,HOMESTAKE 2,00004305,2006/06/29 00:00:00+00,2006/06/29 00:00:00+00,124,124.2511673,1,828127.886227125,3829.56197342052
37303,2006,CA,CDF,LNU,SKY VALLEY,00004364,2006/06/30 00:00:00+00,2006/07/01 00:00:00+00,40,226.22982788,1,1481117.98633788,4831.4929239627
37304,2006,CA,LRA,LNU,FAIRFIELD,00004514,2006/07/04 00:00:00+00,2006/07/04 00:00:00+00,40,55.48042679,1,365088.86185054,2319.2015114495
